sentiment,vi_review
negative,"khóc nhg dám khóc 1 k bt mng bảo khóc , mít ướt nhg mng bt trái tim đầu tổn thương"
negative,t buông embe t
negative,tao :)) tao chấm dứt 😏
negative,thua
positive,thả thính
negative,tiêu cực lắm kh giải thích ntn 🥰
positive,<someone> nuôi toai ko :))
positive,very cute
negative,báo ca tù
negative,mik dg overthinking qá r
positive,bảo ngọc <someone> tán ngược quản lý nện bõ tức ngọc ngọc nhỉ 😥
negative,"<someone> block , thì vả vô mỏ , chửi chi dòng đổ đầu vịt 😒"
positive,cười sặc 😂 😂 😂 😂
negative,chửi chết mẹ đi văn chả minh 😂
negative,hy vọng xóa
positive,cảnh đẹp vui tuyệt vời nè
positive,đnt cứu tui cứu tuii
negative,k mồng tơi rớt …
negative,công nhận ..
negative,lớp ko tui 🙁
negative,hoa tỷ 🎎 vợ . lựa chọn học nha vợ . đừng áp lực vai vợ yêu nha 🥰 🥰 . thương vợ lắm ạh
positive,quyển sách <someone> 😂
positive,lắm
positive,💯 💯 💯 ✍ ️
negative,câu like hàng online ck đánh z béo ...
positive,🌷 cute 😍
positive,gan to đấy
negative,đau nát lòng bố gia đình ...
positive,chữa lành
positive,yêu 🥰
positive,tuyệt vời đình chóp
negative,đừng chia tay . cố gắng nắm chặt đi . đừng thả . đầu . ta đéo vớ dc cục vàng . cố . đừng buông .
positive,vĩ híp 〽 ️ mê lắm ý 😍 😍
negative,"đi , ko bao h muộn"
negative,hạt đài hạt ruộng cày 🥺
negative,đồ tôm sông sứa biển 🙂
positive,waaahhhh bertepatan sama ultahku ..... selamat tiktok makin maju jaya
positive,thơ ❤
negative,áp lực tủi thân mệt mỏi 🥺
positive,dễ thương
negative,thư ⚘ bgio mún thoi áp lực 😢
positive,lắm a 😁 😁
negative,"thoát k đc , nhìu suy nghĩ dễ dàng , tích cực k đc 🥺"
negative,lựa chọn hôm nay tương lai cx 😓
positive,chết cười 👴
positive,crying over you mẹ pam nữ mv
positive,tui buồn o đầu nv1 😭 😭
negative,"trời mập mập nè , đẹp chê"
negative,tròn vai cố gắng hết sức … trông xấu tiếc đẹp đánh rơi …
positive,vía dám cưới đẹp cô dâu ❤ ️ ❤ ️
positive,thương ☘ ️ góc đẹp vk . đẹp vãi
negative,😢
positive,mạnh mẽ
negative,mạnh mẽ cố gắng 😁
positive,sách
negative,t overthinhking
positive,nha 💞 💞 💞
positive,"a cố , chúc a sức khỏe"
positive,cổ tiên nữ 🧚 🏻 ‍ ♀ ️
positive,"yêu đầu bạc nhuộm đầu bạc r ctay bảo e linh tinh đau dạ dày đi cấp cứu thay lòng , thay lòng đổi dạ :)))"
positive,11 . 1 23 đắm chìm tình yêu 😆 😆
positive,khâm phục quắ 🥰 🥰 🥰 🥰
negative,nhí socola đơn giản v
positive,<someone> 🥰 tuyệt vời
negative,"t bạo lực mạng , bạo lực ngôn đi học vô cùng ám ảnh"
negative,lỡ
negative,đừng sướng khổ con cái
positive,cô dâu xinh
positive,cười đau rọt 2 diễn hài ni 🤣 🤣 🤣
positive,nhức nách 🥰
negative,góp 9 dũng cảm buông tay k tiếc nuối heêh 😏
negative,"2023 inter cs lukaku , 2024 inter cs thuram =))"
negative,bất lực 😔
negative,chết 25 t mãi 70 t đc chôn
positive,chuẩn 😁
negative,"sự thật , kịp"
positive,ngoan xinh yêu mẹ
negative,mẹ bảo mẹ nuôi áp lực mẹ áp lực k
negative,ziehen 🫥
negative,user82380668 nản ikk
negative,"trầm cảm vô cùng tệ , đau sâu thẩm , cố gắng .. .. lm 😉"
negative,video
negative,ck giỏi vó 😅
positive,chúc <someone>
positive,ban ơi ban phi thường
positive,mn giỏi . clip đẹp trưc tiếp mê ntn ta
positive,hạnh phúc sinh mảnh đất hình chữ s
positive,phim mấy
positive,"e xin vía khỏe , bụ bẫm , iu 🥰"
positive,tuyệt vời
positive,tóm lại app chat giải stress
negative,khóc cha mẹ cưng chiều kg nỡ tát tai đánh tiễn cấp cứu
positive,ý nghĩa
positive,"mong thước phim lịch sử chiếu giảng đường , giúp hs cảm nhận đọc học sinh chép , xong học ."
negative,mạnh mẽ mồn 🥺
negative,mưa khóc cũn k khóc to quên đi muộn phiền
positive,thương trúcc huỳnh
positive,"đẹp , đường , đi dc ko nè ... hi"
negative,ngân khánh chán chán
negative,chuối 🍌 sao đăng buồn kh v bàaa
positive,xinh pam ưi
negative,bame ko hanh phuc 😊
negative,k khóc trc mặt ng thể hiện cảm xúc mk k an toàn mk thổ lộ
positive,chuan
positive,<someone> 🤣
positive,khâm phục ý chí .
negative,overthinking câu cuộc đời 1 vui vẻ lạc quan 👍 🏻
negative,đi tán mấy đứa . iu m ko 😀
negative,hóa top 1 seria ngang cơ top 4 laliga 😆
negative,"bất lực phát hiện , im ."
positive,niềm gắng
negative,đau longg ☺ ️
positive,mạng
positive,cô dâu xinh 🥰
positive,cưới
negative,duy nhất : ( (
negative,mẹ già chăm sóc 2 đứa chồng chồng t 2 đứa đi học cố chịu đựng ....
positive,dễ thương nè
positive,iu
negative,mẹ ưi mệt lắm 🥲
positive,hài miền bắc bọt ... 2 ô hài vãi . nhìu kịch bản .
negative,"bằng cấp , kinh nghiệm , - đi - - thất nghiệp - trắng tay . bất lực , khóc"
positive,<someone> phi thường 💪 💪 💪 💪 💪
positive,ngoan xinh yêu mẹ rùi
positive,tiên ăng ten
positive,cchat toàn đẹp . c phụng c thúy đoàn 🥰
negative,"đơn giản ko la đàn ông , đàn ông ko lm 😏"
negative,cx biet buon ..
positive,vui xuân rộn ràng
positive,thả trôi muộn phiền
negative,hàng câu like . cấy que thai cấy pít 😂 😂
positive,yêu
negative,"ngày mai . cuộc sống tiền ta kẻ thua cuộc . thua tình , cuộc chơi cuộc đời ."
positive,thương 🥰 🥰
negative,"mệt mỏi , 🥺 🥺 🥺"
positive,triệu 🥰 🥰 🥰 🥰
negative,sure :)) loại <someone>
positive,tuệ phúc mỹ 📿 🙇 🏻 ‍ ♀ ️ chúc mừng sinh nhật nhaa 🙆 ‍ ♂ ️
negative,"đàn ông , khuyên suy nghĩ lại ."
negative,dou cgiac 😞
positive,thanhks
positive,❤ thiên hạ
negative,"yêu xong , yêu xong :) :)"
positive,bồ công ảnh bay gió cười
negative,cj ko 🥺 đàn ông cj
negative,xđ .
negative,dần thoát nè
positive,xinh vai
negative,ngược lại chính snghi 😌
negative,"hai im lặng . âm thầm chờ đợi , chẳng màng tâm ."
positive,video nha
negative,hihi
positive,cô dâu xinh 👍 👍 👍
negative,áp lực
positive,tui giật mình
positive,tuyệt phẩm
positive,ngưỡng mộ
negative,dmn
negative,buồn ts đc
positive,mấy câu cx quen
negative,bất lực 🥺
positive,mua
positive,chết cười
negative,ổn
negative,lương hưu 🥺 🥺 🥺
positive,psittmin happy birthday par paing sitt min
negative,đi đàn ông đánh phụ nữ
positive,bả chạy k kịp kìa . cưng xỉu 🥰
positive,sách nhá đọc mua 2 🥰
negative,"ląi ko đẹp , ląi loi dụng"
positive,tuyệt
negative,thương that 🥺
negative,dm đồ quái thai ngâm dấm
negative,tuyểnnhi28 bé cố luon
positive,ý nghĩa
positive,😄 gái đẹp mê
positive,chất
negative,hứa cưới vợ đánh vợ đc 2 mn .. đời vũ phu
negative,im lặng giọt nước mắt mặn đắng mặt trời đi ngủ .
negative,... ...
positive,mặc đồ cchat nè
negative,mệt 😞
positive,bé dễ thương
negative,gom góp nỗi thất vọng buông đôi
positive,😂 😂 cười chết
positive,chúc mừng hạnh phúc chúc mừng hạnh phúc thành đạt
negative,🖤 tương lai chăm sóc mái ấm gia đình hạnh phúc 🌹
positive,ryan ✔ birthday mrr happy pr sey 🤪
negative,"awesome job , cool 😎 khởi_nghiệp_tại_nhà88"
positive,ngắn gọn xúc xích 😂
positive,ok ....
positive,đi độc bận chông mỏi hihi
positive,tl
negative,overthingking
positive,ngọc duyên 🫶 🎀 ngocdung 🎀 mai nhoa
negative,<someone>
negative,😌 😌 😌
positive,"xinh thâth ngưỡng mộ , tiếc mk bất hạnh"
positive,pam ko lườm phóng viên 🤣
negative,ban ngày tươi cười đêm khóc 1 mk 😌 😌
positive,salim xinh huhu
positive,bồ công bay gió . cười a . 🥰 🥰 🥰 😅 😅
negative,đi
positive,nghi lực nha oi . chúc may mắn .
positive,lam ban oi
positive,su su11091 su trend đi 😂
negative,inter oi
negative,gi đi chê gi 🥺 🥺 🥺 🥺
negative,cố gắng công nhận
positive,tim hộ 1 video
negative,hối hận r
negative,che giấu cảm xúc ..
positive,salim xinh
positive,lautaro sút
negative,thay đổi đời đi
negative,"bệnh , đau thấu tim bật khóc . khóc k bệnh , t mượn cớ dc khóc 🥺"
negative,"50 kí đổi = ) thoi thương , xin lỗi kh bé buồn"
negative,"vợ xấu đi nữa duyên trời , kẻ thua kẻ vũ phu đánh vợ ng nằm chăn gối chia"
negative,"sợ chạm mặt hàng xóm gđ bme ly hôn ng bênh ngoại ng bênh nội , bênh mẹ ."
negative,nghèo 🥺
negative,phế vật lautaro 🤣
positive,vị đại
positive,trời đất mây đẹp vũ trụ dải <someone>
negative,áp lực gia đình
negative,huhuu
positive,"chúc mừng dân tộc việt nam , chúc mừng nhân dân việt nam kỷ niệm 70 <someone> điện biên 🥰 🥰 tự hào quân nhân cm 🥰"
negative,ck tiền cũg koh sung sướg
positive,xinh
positive,😂
negative,yêu im lặng ..
negative,m2 t khóc nè tr
negative,: ( (
negative,rat dau
negative,chia tay đi văn vs thơ
positive,tự hào người dân việt nam
negative,"hôm qua cks thằng bảo arsenal vòng chủ inter tắt điện , real ."
positive,xinh quạ
negative,sợ ánh mắt dèm pha
negative,k cá éo yêu dcm
positive,nhẩy đẹp gê 😁
negative,bệnh thận bệnh viêm màng túi
negative,trời chấm số ik k thương bệnh bệnh chua thét
positive,huyền moon
negative,cạnh mãi 🥰
negative,ngày mai ...
positive,mua tn
positive,<someone> phi thường
positive,sách mấy tập
positive,pam iu
negative,áp lực vaii 😢
negative,<someone> hả
negative,"k bận tâm nói dối , t học đc bận tâm bận tâm đấy th k gtri cs t - . -"
positive,tao trái tim lạnh
negative,"kết hôn dám tát ly hôn đánh đếnnhư , yêu thương bn 🥰 🥰"
negative,chịu đựng dc 2 tuần k rơi nc mặt r . video k kiềm dc
negative,mệt mỏi 😊
negative,đếh ck
positive,khâm phục
negative,met moi can bệnh wua ạk 😿 😭
negative,cô đơn 😌 1 góc cửa nói chuyện
negative,cười nhạt mai tính tiếp
negative,im lặng
positive,đẹp
negative,mua váy hẹn chiều cổng innova bro
positive,học cố gắng giúp tương lai tốt đẹp
negative,đàn ông đem lên án lẹ
negative,gom góp nỗi thất vọng buông
negative,"block mẹ đi , văn :)))"
positive,"học sinh abm , nhắn nha"
positive,đỉnh trend 😘 😘
positive,võ lê đông thạnh cty 🤣 🤣 🤣
negative,dã man
positive,nghi luc
negative,"vô nghĩa cố ☺ ️ , cố chấp cố gắng 😊"
negative,buông đường đi chấp nhận đc
positive,tự hào thiệt
positive,bắt bé nuôi 😍
negative,hôm nay tồi tệ yêu thương rời mãi mãi 😭
negative,bệnh tim
positive,la mulți ani sănătoși și fericiți alături de cei dragi . . 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳 🥳
negative,met lam me oii 🖤
negative,nei trầm củm hok khóc nx nha 💗
negative,buon lắm hỏng muon hoii : <
positive,c lén 🥰
negative,", đau đớn , gục ngã , mệt mỏi lắm , áp lực"
negative,đàn ông ăn diệncho chăm lo con cái ck xong c
positive,vui đọc chữa lành đi 🫶
positive,đau lòng 😂 😂
positive,sisi happy birthday xx
negative,đi đừng gượng ép khổ thui
negative,thương a 🥺
negative,bt s 😑
positive,sợ :))
positive,hinh minzy đứng
negative,chia tay di chi 💔 💔
positive,trucdao04020
positive,năng lượng tịch cực tao đổ xăng gọi là tràn bình
negative,vcl
positive,12 . bầu trời màu xanh màu trắng . a nắng tim . 😂 😂 😂
negative,ác đau lòng thay tht . ph lm s
negative,loài bo đi
negative,to muon it suy nghi di
negative,"buồn lắm chẳng than thở , tự nhủ cố"
negative,cha dượng gắn cammera
negative,": "" ly hôn tiến bộ "" nhá"
positive,đỉnh
negative,im lặng giết chết quan hệ hai 😌 đau lòng
negative,dẹp hêt độc lập tu hp
negative,gắng niềm m cố gắng 2
negative,cuttttt
negative,che r lm j đánh ngta vô lí zị
positive,trang mii
positive,cô dâu xinh tr 🥰
positive,mùng mặt vui nè
positive,lắm
negative,co beo dau
negative,bố mẹ tui toàn em gái tốt đẹp học giỏi t . học đường duy nhất hả
positive,😂 😂 😂 😂 😂 hảo 😂
positive,đổi 👾 ôi dễ thương 😁 😁
negative,"cười tâm sự . mùa đông lạnh thế , lạnh lạnh tim ."
negative,mệt ko nghèo 😢 😢 😢
negative,bầu 10 tuan rửa mặt bằng nước mắt 1 đống tiêu cực me k đc lòng
positive,mĩi linh e ❤ ️ ❤ ️
negative,mệt mỏi đau cỡ mạnh mẽ hơi thở 😊
positive,giọng
negative,đàn ông kiểu khó chịu
negative,tht đau 😔
positive,cô dâu xinh 🥰 🥰
negative,hphúc k áp lực trân trọng yêu thương từ chối lẫn 🥰
positive,cố
negative,nhtphm61
positive,👍 👍 👍 👍 👍 👍 👍 👍
positive,yêu em trai
positive,ánh mắt phán xét hahaa
positive,non cung nha 😅 😳
positive,salim xinh
positive,ngưỡng mộ nội lực
positive,tự hào việt nam
positive,cưng vãi ò
positive,"“ dời “ “ di dời “ động đi , dời đi chỗ , dời thương ý nghĩa bị động : dời đô , dời …"
negative,đi học võ 😎
positive,tuyệt vời con người <someone>
positive,việt nam muôn 🇻 🇳 💪 💪 💪 💪 hồ chủ tịch muôn ❤ ️
positive,👋 ❤ ❤ ❤
positive,yeu
negative,trái tim e vỡ vụn mảnh 😭 😭 😭 😭
negative,i know
negative,ik
negative,việt ny 0323 mệt mỏi lắm 😣 bệnh hành
positive,chú rể tiệm vàng ngọc thịnh nổi tiếng đà nẵng nè
negative,cạn
negative,đi kiếm tiền nhìu tiền ý nghĩa
positive,oanhoanh 🥰
negative,😌
negative,v . vẻ bề ngoài mạnh mẽ cười .... k thể <someone> bật khóc
negative,c
negative,bật nắp ⚰ tri kỉ 🫶 hong buồn nha buồn đi vui ❤ ️
positive,mô phật
positive,"khỏe , năng lượng , hạnh phúc , giàu có , người yêu yêu yêu thương . biết ơn vũ trụ ❤ ️"
positive,a nóiii
negative,chả bt chịu đựng
positive,lan 🍀 🥰 bao dung lỗi lầm yêu
negative,ngọc hà
negative,chạnh lòng 🥺 😭
negative,vđ
negative,buồn
negative,tang
positive,chuẩn
negative,bão tố
positive,dại phạm minh thảo
positive,cô dâu xinh 🌷 🌷 🌷
negative,nghèo nhiêu đc t ko mượn nợ
negative,im thiền k thể im
positive,happy birthday to me ❤ ️
negative,đau im lặng
positive,pam cưng xĩu
negative,buồn sn chả 1 ng cạnh ...
negative,"giám định thương tật , án"
negative,1 <someone> ngầm sống 😳
